session_id,platform,content_format,creator_account_id,creator_age_band,creator_region,account_tenure_days,start_time_local,duration_sec,category,aud_u18_share,aud_18_24_share,aud_25_plus_share,aud_unknown_share,viewer_peak,join_rate_per_min,exit_rate_per_min,comment_rate_per_min,cross_age_interaction_rate,text_signal,audio_signal,visual_signal,behavior_signal,novelty_score,trend_cluster_id,risk_score,risk_velocity,confidence_band,risk_tier,abstain_flag,suggested_action_tier,human_review_required,moderator_decision,final_action_taken,raw_report_count,downstream_harm_report_count,policy_violation_downstream,appeal_or_reversal,driver_age_risk,driver_boundary_escalation,driver_contextual_vulnerability,driver_emerging_trend
sess_000257,instagram,short_video,acct_001087,25_plus,APAC,461,2025-11-12T10:50:00,13,music,0.0546,0.4561,0.4767,0.0125,10,,,0.0615,0.3126,0.0644,0.0766,0.2518,0.2191,0.49,trend_02,0.215,-0.0089,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000258,tiktok,short_video,acct_001493,25_plus,NA,154,2025-11-03T18:54:00,28,news,0.0532,0.347,0.3782,0.2217,18,,,0.0827,0.0345,0.593,0.0201,0.062,0.0461,0.067,trend_04,0.1674,0.0151,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,False
sess_000259,youtube,live,acct_001935,18_24,APAC,169,2025-11-08T02:55:00,1734,general,0.1757,0.4875,0.0084,0.3284,37,0.1643,0.1046,1.8048,0.5907,0.1395,0.0124,0.1141,0.1118,0.3658,trend_09,0.1912,0.0,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000260,instagram,short_video,acct_000873,u18,APAC,530,2025-11-27T04:10:00,70,education,0.2916,0.3296,0.3631,0.0157,20,,,0.0544,0.4078,0.2976,0.2647,0.2346,0.2216,0.149,trend_34,0.26,0.0352,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000261,youtube,short_video,acct_001601,u18,NA,97,2025-11-08T07:50:00,37,education,0.402,0.2309,0.039,0.3282,32,,,0.0518,0.0688,0.0646,0.1481,0.1325,0.8308,0.1606,trend_14,0.3098,-0.0257,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000262,facebook,short_video,acct_000594,25_plus,MEA,556,2025-11-02T21:40:00,71,lifestyle,0.1766,0.0686,0.6768,0.078,8,,,0.0908,0.0687,0.2452,0.2365,0.122,0.304,0.0708,trend_07,0.2,-0.0127,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,False
sess_000263,youtube,live,acct_000684,18_24,NA,955,2025-11-20T10:12:00,3566,sports,0.4064,0.3328,0.2565,0.0043,215,0.0946,0.0718,1.7374,0.0609,0.1064,0.1792,0.2567,0.068,0.3614,trend_31,0.15,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000264,instagram,live,acct_001677,18_24,NA,246,2025-11-21T19:10:00,1382,education,0.342,0.3329,0.2611,0.064,46,0.0827,0.1146,0.9529,0.7173,0.1034,0.1047,0.0206,0.0898,0.0666,trend_17,0.1548,0.0,high,low,False,none,False,unknown,none,0,0,False,False,True,False,False,False
sess_000265,tiktok,live,acct_000371,18_24,EU,579,2025-11-21T06:55:00,2921,sports,0.0629,0.6333,0.1473,0.1565,327,0.3763,0.1354,0.324,0.1006,0.0581,0.1413,0.0352,0.3439,0.1743,trend_32,0.159,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000266,instagram,short_video,acct_000936,25_plus,NA,43,2025-12-08T17:46:00,26,news,0.3972,0.1117,0.3102,0.1809,14,,,0.1045,0.1758,0.2786,0.2719,0.1555,0.0711,0.161,trend_27,0.1736,0.0196,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000267,tiktok,short_video,acct_001927,18_24,APAC,227,2025-11-08T16:47:00,66,lifestyle,,,,,35,,,0.1897,0.3222,0.0891,0.1217,0.2634,0.2008,0.3899,trend_13,0.2015,0.0014,high,low,False,none,False,unknown,none,0,0,True,False,False,False,True,True
sess_000268,instagram,live,acct_000757,18_24,NA,391,2025-11-14T09:13:00,502,news,0.2667,0.5453,0.102,0.086,82,0.0402,0.155,2.2474,0.5735,0.3323,0.2528,0.0855,0.1287,0.5941,trend_05,0.2781,0.0,high,low,False,none,False,unknown,none,0,4,False,False,False,False,False,False
sess_000269,tiktok,short_video,acct_001245,25_plus,LATAM,600,2025-11-28T08:12:00,52,beauty,0.6656,0.0783,0.21,0.0462,18,,,0.1689,0.0052,0.0799,0.0565,0.1663,0.215,0.0231,trend_15,0.1163,0.0006,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000270,tiktok,short_video,acct_001935,18_24,APAC,437,2025-11-09T11:17:00,70,education,0.6334,0.2096,0.1209,0.0361,22,,,0.0748,0.3566,0.1445,0.0665,0.2087,0.0116,0.0937,trend_34,0.1314,-0.0093,high,low,False,none,False,unknown,none,0,2,False,False,True,False,False,False
sess_000271,youtube,short_video,acct_000440,unknown,EU,326,2025-12-14T08:27:00,67,fitness,0.1885,0.2517,0.4089,0.1509,10,,,0.1432,0.152,0.027,0.0088,0.0972,0.0817,0.2079,trend_16,0.0862,0.0031,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000272,youtube,short_video,acct_000378,18_24,EU,103,2025-12-27T11:30:00,54,lifestyle,0.0807,0.3505,0.0016,0.5673,34,,,0.0766,0.0639,0.0593,0.0508,0.0874,0.1848,0.3233,trend_01,0.1256,0.0164,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,False
sess_000273,tiktok,short_video,acct_000804,18_24,MEA,278,2025-12-09T23:49:00,87,news,0.5132,0.1635,0.1164,0.2068,21,,,0.0575,0.1575,0.0731,0.0807,0.0485,0.165,0.181,trend_18,0.1161,-0.0124,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000274,youtube,short_video,acct_000550,25_plus,LATAM,129,2025-11-23T01:20:00,32,beauty,0.0325,0.1438,0.6889,0.1349,17,,,0.1251,0.2319,0.2617,0.0255,0.1134,0.5913,0.3379,trend_13,0.3077,0.0085,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000275,facebook,live,acct_000843,18_24,EU,280,2025-11-29T18:23:00,1419,gaming,0.5364,0.1621,0.2928,0.0087,74,0.1262,0.2617,2.1959,0.3161,0.0066,0.0325,0.0061,0.4905,0.1379,trend_07,0.1949,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000276,instagram,short_video,acct_001928,25_plus,EU,156,2025-11-20T20:26:00,33,education,0.1289,0.4032,0.3515,0.1163,10,,,0.0684,0.0271,0.1127,0.1475,0.5219,0.1533,0.0336,trend_31,0.183,-0.0172,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000277,tiktok,short_video,acct_001102,25_plus,NA,478,2025-12-03T21:28:00,82,sports,0.3611,0.0712,0.2143,0.3533,108,,,0.2705,0.1095,0.0933,0.0559,0.035,0.3155,0.1307,trend_12,0.147,0.0136,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000278,youtube,live,acct_000478,18_24,MEA,437,2025-12-03T23:52:00,1315,lifestyle,0.1368,0.3809,0.2319,0.2505,145,0.1572,0.3045,2.7906,0.4113,0.068,0.0263,0.2697,0.112,0.0575,trend_37,0.1526,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000279,instagram,short_video,acct_001991,u18,NA,362,2025-11-05T05:19:00,25,beauty,0.2894,0.259,0.3308,0.1208,42,,,0.0427,0.1107,0.1535,0.1249,0.2159,0.2542,0.3937,trend_11,0.209,-0.0078,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,True
sess_000280,youtube,live,acct_000307,18_24,EU,286,2025-12-21T18:03:00,3113,music,0.2172,0.2021,0.1483,0.4324,33,0.184,0.0418,1.9521,0.3218,0.1933,0.0496,0.2668,0.1608,0.2533,trend_32,0.2045,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000281,tiktok,short_video,acct_000338,u18,NA,313,2025-12-30T11:08:00,71,sports,0.5922,0.3443,0.0269,0.0367,62,,,0.0428,0.0922,0.4077,0.2979,0.2518,0.119,0.2672,trend_04,0.2359,-0.0134,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000282,instagram,live,acct_000707,25_plus,MEA,93,2025-12-11T06:16:00,3406,comedy,0.001,0.7095,0.1282,0.1613,475,0.0594,0.1694,1.3618,0.0561,0.074,0.5175,0.358,0.0596,0.575,trend_15,0.2134,0.0,high,low,False,none,False,unknown,none,3,0,False,False,False,False,False,True
sess_000283,tiktok,short_video,acct_001667,unknown,EU,41,2025-12-15T01:36:00,36,beauty,0.3173,0.2028,0.114,0.366,6,,,0.0728,0.1058,0.0151,0.2507,0.3906,0.0854,0.6158,trend_34,0.1969,0.0215,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000284,tiktok,live,acct_000593,18_24,MEA,417,2025-12-08T02:04:00,2512,beauty,0.323,0.6145,0.0377,0.0249,76,0.3165,0.2121,0.4341,0.0492,0.2329,0.0488,0.1354,0.1263,0.2742,trend_21,0.1492,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000285,youtube,short_video,acct_001577,18_24,APAC,260,2025-11-01T23:44:00,30,gaming,0.4264,0.2308,0.2292,0.1136,23,,,0.0252,0.1827,0.1346,0.2833,0.0944,0.2207,0.0431,trend_22,0.1629,-0.0221,high,low,False,none,False,unknown,none,0,3,False,False,False,False,False,False
sess_000286,facebook,short_video,acct_000318,18_24,MEA,522,2025-11-17T07:34:00,50,news,0.7391,0.1275,0.0695,0.0639,93,,,0.1021,0.2706,0.0962,0.2425,0.0017,0.238,0.047,trend_35,0.1495,0.0375,high,low,False,none,False,unknown,none,1,1,False,False,True,False,False,False
sess_000287,instagram,short_video,acct_000573,unknown,NA,475,2025-12-04T16:33:00,41,news,0.1421,0.4321,0.4063,0.0195,23,,,0.0421,0.0338,0.5525,0.0416,0.1555,0.1582,0.1842,trend_10,0.2205,0.0025,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000288,facebook,short_video,acct_000573,unknown,LATAM,1729,2025-12-23T04:57:00,59,comedy,0.0017,0.3065,0.0996,0.5921,45,,,0.1123,0.0866,0.099,0.0163,0.0732,0.2619,0.2753,trend_03,0.1478,0.0206,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000289,tiktok,short_video,acct_001792,unknown,NA,85,2025-11-04T09:53:00,47,general,0.0748,0.5084,0.3381,0.0787,11,,,0.0643,0.1793,0.2096,0.0169,0.4435,0.017,0.0886,trend_39,0.1627,0.0157,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000290,youtube,short_video,acct_001322,18_24,LATAM,258,2025-11-23T11:52:00,14,beauty,0.3007,0.304,0.3819,0.0134,17,,,0.1325,0.1731,0.2845,0.0912,0.0838,0.0871,0.1318,trend_21,0.1451,-0.0109,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000291,instagram,live,acct_001777,unknown,EU,429,2025-12-17T13:07:00,1113,news,0.3834,0.2397,0.0551,0.3218,115,0.2948,0.1684,3.5181,0.3476,0.0874,0.0741,0.0201,0.0961,0.2036,trend_32,0.1192,0.0,high,low,False,none,False,unknown,none,0,2,False,False,True,False,False,False
sess_000292,youtube,short_video,acct_001457,u18,NA,231,2025-12-02T15:16:00,62,gaming,0.6409,0.2408,0.0049,0.1134,18,,,0.0716,0.3759,0.0507,0.1487,0.2139,0.1303,0.2034,trend_41,0.1664,-0.0205,high,low,False,none,False,unknown,none,0,0,False,False,True,False,False,False
sess_000293,youtube,live,acct_000436,25_plus,NA,572,2025-12-08T11:22:00,1633,general,0.2285,0.2957,0.4037,0.0721,38,0.4615,0.1959,1.784,0.2283,0.4982,0.0087,0.0026,0.0576,0.0338,trend_23,0.1579,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000294,youtube,short_video,acct_000209,25_plus,EU,659,2025-12-12T04:26:00,50,gaming,0.0765,0.1017,0.7136,0.1082,15,,,0.2178,0.1909,0.1516,0.2298,0.0058,0.0419,0.1847,trend_37,0.1105,0.04,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,False
sess_000295,instagram,short_video,acct_000881,u18,APAC,224,2025-11-04T21:50:00,48,beauty,0.4627,0.451,0.0379,0.0483,13,,,0.1067,0.2201,0.2352,0.0733,0.0889,0.131,0.3765,trend_15,0.1758,-0.0151,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,True
sess_000296,youtube,live,acct_001610,18_24,EU,991,2025-11-05T08:50:00,2652,fitness,0.0855,0.2084,0.4706,0.2355,98,0.191,0.154,0.5579,0.0554,0.4038,0.0603,0.1475,0.0225,0.1164,trend_23,0.146,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000297,youtube,live,acct_001571,unknown,NA,305,2025-11-11T17:52:00,912,beauty,0.0823,0.2191,0.6352,0.0634,17,0.1408,0.1626,0.8939,0.158,0.2129,0.0817,0.3928,0.1113,0.2112,trend_21,0.197,0.0,high,low,False,none,False,unknown,none,1,0,True,False,False,True,False,True
sess_000298,tiktok,short_video,acct_000975,u18,EU,455,2025-11-09T14:40:00,68,music,0.5384,0.0655,0.3541,0.042,165,,,0.0676,0.3732,0.0543,0.0053,0.0821,0.0651,0.0529,trend_24,0.0956,-0.0045,high,low,False,none,False,unknown,none,0,0,False,False,True,True,False,False
sess_000299,tiktok,live,acct_001661,25_plus,APAC,41,2025-12-30T16:56:00,2330,lifestyle,0.0187,0.6298,0.3437,0.0078,119,0.1202,0.072,0.2329,0.074,0.055,0.3766,0.1447,0.1438,0.028,trend_38,0.1278,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000300,facebook,live,acct_000796,18_24,LATAM,552,2025-12-12T19:56:00,1722,gaming,0.1523,0.5044,0.0442,0.2991,380,0.1393,0.4267,2.6092,0.1366,0.2033,0.0934,0.1928,0.0743,0.181,trend_23,0.144,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,False
sess_000301,youtube,short_video,acct_000300,unknown,NA,824,2025-11-02T16:01:00,65,sports,0.0869,0.5123,0.308,0.0928,50,,,0.1308,0.2923,0.3556,0.2789,0.044,0.093,0.0585,trend_02,0.181,-0.0169,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000302,youtube,live,acct_000565,25_plus,NA,139,2025-11-09T15:24:00,345,education,0.2606,0.5745,0.1019,0.063,188,0.1186,0.122,0.3792,0.4164,0.1002,0.1133,0.1592,0.1859,0.1188,trend_09,0.1759,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000303,tiktok,short_video,acct_000886,25_plus,NA,164,2025-11-16T15:05:00,28,gaming,0.1342,0.2524,0.4799,0.1335,10,,,0.0987,0.0188,0.1185,0.0924,0.0086,0.3034,0.3945,trend_13,0.1635,0.0136,high,low,False,none,False,unknown,none,1,1,False,False,False,False,False,False
sess_000304,youtube,short_video,acct_001396,18_24,NA,386,2025-11-30T13:52:00,70,music,0.0241,0.1306,0.6508,0.1945,65,,,0.0627,0.1056,0.1631,0.0157,0.3543,0.1521,0.2072,trend_34,0.1772,0.012,high,low,False,none,False,unknown,none,1,2,True,False,False,True,False,False
sess_000305,youtube,live,acct_000050,18_24,NA,275,2025-11-04T03:41:00,773,sports,0.3112,0.1978,0.2404,0.2506,298,0.2921,0.0471,0.5879,0.0456,0.1989,0.145,0.0575,0.1437,0.2409,trend_16,0.1384,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000306,tiktok,short_video,acct_000333,18_24,LATAM,273,2025-12-01T08:24:00,90,beauty,0.2755,0.4535,0.267,0.0039,104,,,0.0251,0.0591,0.1311,0.0942,0.0571,0.0469,0.1286,trend_36,0.0816,-0.0341,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000307,tiktok,live,acct_001206,18_24,NA,465,2025-12-08T13:29:00,1764,general,,,,,16,0.223,0.0371,0.4202,0.3872,0.1911,0.1772,0.0184,0.137,0.1725,trend_04,0.1512,0.0043,high,low,False,none,False,unknown,none,7,2,False,False,True,False,False,False
sess_000308,youtube,short_video,acct_001196,25_plus,LATAM,399,2025-11-02T14:23:00,56,comedy,0.1724,0.0265,0.7935,0.0077,25,,,0.0391,0.0348,0.1886,0.005,0.1246,0.1283,0.3963,trend_21,0.1441,0.0143,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000309,tiktok,short_video,acct_001769,u18,MEA,42,2025-12-16T02:01:00,34,music,0.2693,0.6709,0.0268,0.0331,61,,,0.1038,0.0601,0.1,0.0398,0.2194,0.4307,0.3983,trend_43,0.2331,-0.0092,high,low,False,none,False,unknown,none,0,3,False,False,False,False,False,False
sess_000310,instagram,live,acct_001011,18_24,MEA,630,2025-12-24T10:34:00,594,fitness,0.6381,0.1864,0.0545,0.121,16,0.046,0.0651,0.21,0.3718,0.1141,0.0164,0.3133,0.2028,0.1028,trend_44,0.1948,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000311,instagram,short_video,acct_000469,18_24,NA,213,2025-12-12T08:29:00,34,news,0.2345,0.4258,0.1681,0.1716,19,,,0.101,0.0503,0.3142,0.0109,0.1283,0.0837,0.2778,trend_09,0.1505,0.0252,high,low,False,none,False,unknown,none,0,1,False,False,False,True,False,False
sess_000312,youtube,live,acct_001365,18_24,EU,292,2025-12-17T10:51:00,3025,gaming,0.2137,0.3102,0.0849,0.3913,64,0.5914,0.2898,0.4445,0.1053,0.5002,0.0445,0.0558,0.1126,0.3255,trend_26,0.2012,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,True
sess_000313,tiktok,short_video,acct_000671,25_plus,NA,709,2025-11-14T12:57:00,83,music,0.0183,0.4092,0.4631,0.1094,24,,,0.0529,0.1757,0.0712,0.0997,0.3568,0.1031,0.3597,trend_03,0.1758,0.0234,high,low,False,none,False,unknown,none,0,0,False,False,True,False,False,False
sess_000314,facebook,short_video,acct_000051,18_24,NA,437,2025-11-27T08:08:00,83,comedy,0.1715,0.5795,0.0656,0.1834,5,,,0.084,0.1751,0.0778,0.0213,0.1538,0.3037,0.1092,trend_35,0.1639,0.0289,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000315,instagram,short_video,acct_001947,18_24,APAC,435,2025-11-09T22:53:00,48,general,,,,,38,,,0.0427,0.0934,0.1749,0.2417,0.1924,0.1626,0.3248,trend_42,0.1831,0.0094,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000316,instagram,live,acct_001251,18_24,LATAM,234,2025-12-03T20:45:00,1314,comedy,0.1116,0.6819,0.1605,0.046,28,0.1682,0.1123,0.4915,0.5973,0.0365,0.083,0.09,0.4796,0.2906,trend_23,0.2676,0.0,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000317,youtube,short_video,acct_001244,unknown,EU,313,2025-12-30T08:40:00,54,gaming,0.3712,0.3871,0.0113,0.2304,22,,,0.1316,0.5065,0.0465,0.1742,0.0977,0.2449,0.1741,trend_17,0.192,0.0236,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000318,tiktok,short_video,acct_000027,25_plus,MEA,55,2025-11-16T06:00:00,28,music,0.1089,0.0849,0.5944,0.2118,7,,,0.036,0.1758,0.1865,0.1645,0.1167,0.1204,0.3009,trend_03,0.1634,0.0154,high,low,False,none,False,unknown,none,0,2,False,False,True,False,False,False
sess_000319,instagram,live,acct_000546,u18,APAC,578,2025-12-18T08:40:00,2462,news,0.2879,0.6451,0.0594,0.0076,99,0.1724,0.1364,1.5934,0.0584,0.1111,0.0628,0.0478,0.4158,0.4684,trend_32,0.2096,0.0,high,low,False,none,False,unknown,none,0,2,True,False,False,False,False,False
sess_000320,tiktok,short_video,acct_001256,25_plus,APAC,288,2025-11-06T13:48:00,81,education,0.0901,0.0215,0.7232,0.1652,29,,,0.0524,0.1315,0.183,0.033,0.2476,0.2867,0.1886,trend_31,0.203,-0.0109,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000321,instagram,short_video,acct_000861,25_plus,NA,346,2025-12-10T06:20:00,42,gaming,0.1451,0.3049,0.1049,0.4451,25,,,0.2076,0.0967,0.068,0.131,0.0315,0.1855,0.2925,trend_33,0.1265,0.0012,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000322,youtube,short_video,acct_000011,u18,MEA,590,2025-12-05T01:05:00,20,gaming,0.147,0.5948,0.164,0.0942,54,,,0.1215,0.0334,0.0705,0.1648,0.097,0.1082,0.2961,trend_41,0.1134,0.0269,high,low,False,none,False,unknown,none,0,3,False,False,False,False,True,False
sess_000323,instagram,short_video,acct_000801,25_plus,EU,881,2025-11-10T21:32:00,42,comedy,0.0253,0.2443,0.1624,0.5681,23,,,0.1022,0.1788,0.1213,0.1012,0.022,0.162,0.0964,trend_10,0.1172,0.0111,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000324,youtube,live,acct_000403,18_24,EU,148,2025-11-03T03:27:00,1490,general,0.2677,0.5509,0.0219,0.1595,42,0.2144,0.0763,1.548,0.1535,0.0547,0.2587,0.0609,0.1753,0.2932,trend_25,0.1457,0.0,high,low,False,none,False,unknown,none,2,0,False,False,False,False,False,False
sess_000325,instagram,short_video,acct_001690,u18,MEA,408,2025-12-18T06:47:00,22,comedy,0.1878,0.2182,0.2968,0.2972,14,,,0.0967,0.0102,0.0109,0.1107,0.0341,0.2928,0.1809,trend_06,0.1209,-0.0062,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000326,tiktok,live,acct_000260,25_plus,LATAM,324,2025-12-07T10:46:00,1404,fitness,0.1472,0.6102,0.2113,0.0313,201,0.2123,0.1609,1.2004,0.1439,0.0033,0.1415,0.4692,0.3184,0.0822,trend_17,0.214,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000327,tiktok,short_video,acct_000039,u18,APAC,321,2025-11-14T12:23:00,88,sports,0.654,0.3348,0.005,0.0062,12,,,0.1725,0.0901,0.1116,0.0283,0.1121,0.2032,0.0625,trend_18,0.1215,0.018,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000328,instagram,short_video,acct_000634,unknown,,258,2025-11-27T19:47:00,50,news,0.247,0.5787,0.006,0.1684,35,,,0.0586,0.1971,0.0568,0.167,0.2215,0.0328,0.0587,trend_15,0.1078,-0.0064,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000329,tiktok,live,acct_000247,unknown,EU,371,2025-11-09T17:48:00,2017,music,0.2516,0.1334,0.1296,0.4853,57,0.1289,0.4267,0.7769,0.2321,0.1144,0.1005,0.0349,0.3621,0.0566,trend_23,0.1764,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,True,False,False
sess_000330,tiktok,live,acct_001686,25_plus,LATAM,156,2025-12-07T13:35:00,2219,general,0.4145,0.2749,0.2281,0.0825,126,0.1596,0.0513,0.6207,0.069,0.0203,0.1102,0.1477,0.2089,0.1555,trend_36,0.1244,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000331,instagram,live,acct_000517,18_24,NA,961,2025-12-09T08:19:00,941,news,0.0709,0.5715,0.26,0.0977,272,0.0511,0.1743,0.503,0.1852,0.0407,0.0341,0.1114,0.3732,0.0509,trend_24,0.1642,0.0,high,low,False,none,False,unknown,none,0,0,False,False,True,False,False,False
sess_000332,instagram,short_video,acct_000943,18_24,NA,657,2025-11-20T21:30:00,21,news,0.0724,0.9195,0.0046,0.0035,43,,,0.0657,0.2115,0.1924,0.2168,0.1014,0.0972,0.0257,trend_05,0.1374,0.0157,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000333,instagram,live,acct_001917,u18,EU,275,2025-12-14T10:01:00,348,beauty,0.2291,0.1035,0.6403,0.0271,122,0.0354,0.0816,1.4189,0.3606,0.1148,0.0681,0.2999,0.0873,0.2363,trend_32,0.1774,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000334,tiktok,live,acct_001899,unknown,MEA,986,2025-12-02T09:47:00,1173,lifestyle,0.1053,0.2205,0.5565,0.1177,66,0.3746,0.1083,0.3917,0.4248,0.0929,0.1797,0.0633,0.2172,0.114,trend_10,0.173,0.0,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,False
sess_000335,facebook,short_video,acct_001797,18_24,APAC,193,2025-11-03T08:03:00,43,education,0.5105,0.0979,0.1573,0.2343,23,,,0.0307,0.0548,0.0146,0.0153,0.2393,0.0205,0.1265,trend_30,0.0728,-0.002,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
